排名,CPU名称,性能分数,百分比,ID
3438,AMD Phenom II X4 B70,2303,1.4157061625941%,720
3439,Intel Core i5-3427U @ 1.80GHz,2303,1.4157061625941%,1436
3440,Qualcomm SDM660,2300,1.4138619947749%,5336
3441,Allwinner A527,2297,1.4120178269556%,5378
3442,Mediatek MT6765,2293,1.4095589365299%,5288
3443,AArch64 rev 1 (aarch64),2292,1.4089442139235%,3826
3444,ARM Cortex-A76 4 Core 3000 MHz,2292,1.4089442139235%,5514
3445,ARM Cortex-A72 4 Core 2208 MHz,2290,1.4077147687106%,5933
3446,Intel Xeon X3360 @ 2.83GHz,2288,1.4064853234978%,2624
3447,Intel Core i5-4210U @ 1.70GHz,2285,1.4046411556785%,1459
3448,Intel Pentium 1403 v2 @ 2.60GHz,2284,1.4040264330721%,1972
3449,AMD Opteron 2376,2283,1.4034117104657%,554
3450,AMD Opteron 3260 HE,2283,1.4034117104657%,575
3451,Intel Celeron G3930 @ 2.90GHz,2281,1.4021822652528%,1170
3452,Intel Xeon E3-1220L V2 @ 2.30GHz,2278,1.4003380974335%,2263
3453,-1-Unisoc,2277,1.3997233748271%,4712
3454,Intel Core i5-3437U @ 1.90GHz,2274,1.3978792070078%,1437
3455,Mediatek MT8768CX,2274,1.3978792070078%,5928
3456,Intel Core2 Quad Q9550 @ 2.83GHz,2273,1.3972644844014%,1963
3457,Intel Xeon L3360 @ 2.83GHz,2273,1.3972644844014%,2560
3458,Intel Core i3-3240 @ 3.40GHz,2272,1.396649761795%,1304
3459,Intel Pentium 5405U @ 2.30GHz,2272,1.396649761795%,3298
3460,ARM - 8 Core 2208 MHz,2270,1.3954203165821%,5925
3461,AOSP ranchu,2270,1.3954203165821%,6297
3462,AMD Phenom II X4 B95,2267,1.3935761487629%,722
3463,Intel Core i3-6006U @ 2.00GHz,2267,1.3935761487629%,1359
3464,Intel Core2 Extreme Q6800 @ 2.93GHz,2267,1.3935761487629%,1938
3465,Intel Celeron J3455E @ 1.50GHz,2256,1.3868142000922%,3741
3466,AMD Opteron 8354,2255,1.3861994774858%,611
3467,Intel Xeon X3363 @ 2.83GHz,2255,1.3861994774858%,2625
3468,Intel Xeon E5440 @ 2.83GHz,2253,1.3849700322729%,2522
3469,Intel Celeron 6305 @ 1.80GHz,2251,1.3837405870601%,3807
3470,Intel Core i7-940XM @ 2.13GHz,2250,1.3831258644537%,1792
3471,AMD Phenom II X4 840T,2249,1.3825111418472%,691
3472,Virtual @ 2.74GHz,2248,1.3818964192408%,5332
3473,Intel Pentium 4417U @ 2.30GHz,2246,1.380666974028%,3284
3474,Intel Core i5-520 @ 2.40GHz,2244,1.3794375288151%,1512
3475,Intel Core2 Extreme Q6850 @ 3.00GHz,2243,1.3788228062087%,1939
3476,Hisilicon Kirin970,2243,1.3788228062087%,3856
3477,AMD PRO A10-8700B,2242,1.3782080836023%,751
3478,Intel Core i5-2520M @ 2.50GHz,2242,1.3782080836023%,1415
3479,AMD A8-8600P,2240,1.3769786383894%,145
3480,AMD Phenom II X4 945,2240,1.3769786383894%,701
3481,AMD Athlon II X3 425e,2239,1.376363915783%,296
3482,Intel Celeron 6305E @ 1.80GHz,2239,1.376363915783%,4355
3483,AMD Phenom II X4 B40,2238,1.3757491931766%,714
3484,AMD Phenom II X4 B50,2237,1.3751344705702%,716
3485,AMD FX-9800P,2231,1.3714461349316%,489
3486,Intel Celeron J3455 @ 1.50GHz,2231,1.3714461349316%,1194
3487,Intel Celeron G3900 @ 2.80GHz,2229,1.3702166897188%,1165
3488,Intel Xeon X3353 @ 2.66GHz,2229,1.3702166897188%,2623
3489,MT6769V,2229,1.3702166897188%,4961
3490,AMD Phenom II X4 940,2228,1.3696019671123%,700
3491,MT6969T,2228,1.3696019671123%,4284
3492,Hisilicon Kirin820,2226,1.3683725218995%,4315
3493,MT6765H,2224,1.3671430766866%,4583
3494,ARM Cortex-A76 4 Core 2400 MHz,2224,1.3671430766866%,5518
3495,AMD Athlon II X4 645,2223,1.3665283540802%,319
3496,ARM Kryo-3XX-Gold 4 Core 1766 MHz,2222,1.3659136314738%,5871
3497,Intel Pentium 4415U @ 2.30GHz,2220,1.3646841862609%,2027
3498,MT6765V/XBA,2220,1.3646841862609%,6524
3499,Intel Celeron G3930TE @ 2.70GHz,2218,1.3634547410481%,3377
3500,AMD A10-8700P,2216,1.3622252958353%,28
3501,Intel Core2 Duo E8700 @ 3.50GHz,2212,1.3597664054096%,1863
3502,Intel Xeon L5430 @ 2.66GHz,2210,1.3585369601967%,2571
3503,AMD A10-9600P,2209,1.3579222375903%,31
3504,Intel Core i5-650 @ 3.20GHz,2209,1.3579222375903%,1542
3505,Intel Celeron G4930T @ 3.00GHz,2209,1.3579222375903%,3689
3506,ARM Cortex-A72 8 Core 2016 MHz,2208,1.3573075149839%,6239
3507,Intel Celeron N6211 @ 1.20GHz,2207,1.3566927923774%,4156
3508,AMD Phenom X2 Dual-Core GE-5560,2206,1.356078069771%,739
3509,MediaTek MT6771V/CT,2206,1.356078069771%,3895
3510,MediaTek MT6779V/CV,2205,1.3554633471646%,3901
3511,AMD Phenom II X4 973,2204,1.3548486245582%,706
3512,Intel Core2 Quad Q9500 @ 2.83GHz,2204,1.3548486245582%,1961
3513,Intel Core M-5Y71 @ 1.20GHz,2203,1.3542339019517%,1818
3514,Intel Core i5-4250U @ 1.30GHz,2201,1.3530044567389%,1463
3515,hi6250,2200,1.3523897341325%,6650
3516,Intel Xeon X3430 @ 2.40GHz,2199,1.351775011526%,2628
3517,Intel Xeon X5365 @ 3.00GHz,2198,1.3511602889196%,2638
3518,Intel Core i5-4200U @ 1.60GHz,2197,1.3505455663132%,1454
3519,Qualcomm SDM439,2195,1.3493161211004%,5521
3520,Intel Core i3-21050 @ 3.10GHz,2193,1.3480866758875%,3299
3521,Intel Xeon E5430 @ 2.66GHz,2192,1.3474719532811%,2521
3522,MediaTek MT6769V/WB,2192,1.3474719532811%,3892
3523,"Qualcomm Technologies, Inc SDM712",2192,1.3474719532811%,3963
3524,Snapdragon 850 @ 2.96 GHz,2192,1.3474719532811%,4224
3525,Intel Xeon Platinum 8361HC @ 2.60GHz,2191,1.3468572306747%,5280
3526,Intel Pentium G4400TE @ 2.40GHz,2190,1.3462425080682%,2097
3527,ARM Cortex-A72 4 Core 2016 MHz,2186,1.3437836176425%,5909
3528,Intel Core i3-5020U @ 2.20GHz,2184,1.3425541724297%,1353
3529,MediaTek MT6797X,2182,1.3413247272168%,4024
3530,MediaTek MT6769V/CU,2182,1.3413247272168%,4040
3531,"Qualcomm Technologies, Inc APQ8094",2182,1.3413247272168%,4934
3532,QEMU Virtual version 8.2.0,2181,1.3407100046104%,6621
3533,Intel Core i3-3225 @ 3.30GHz,2180,1.340095282004%,1301
3534,Intel Core i7 Q 740 @ 1.73GHz,2177,1.3382511141847%,4895
3535,Intel Atom C2750 @ 2.41GHz,2174,1.3364069463655%,980
3536,Mediatek MT8786,2167,1.3321038881205%,5947
3537,Intel Core i3-3220 @ 3.30GHz,2165,1.3308744429076%,1299
3538,Intel Pentium G3460 @ 3.50GHz,2165,1.3308744429076%,2093
3539,"Qualcomm Technologies, Inc SDM710",2162,1.3290302750884%,3962
3540,AMD Phenom II X4 925,2161,1.3284155524819%,699
3541,Hisilicon Kirin710,2159,1.3271861072691%,3855
3542,Samsung Exynos 8890,2159,1.3271861072691%,3991
3543,Intel Xeon X3350 @ 2.66GHz,2158,1.3265713846627%,2622
3544,AMD A8-7690K,2157,1.3259566620562%,5322
3545,Intel Core i7 M 620 @ 2.67GHz,2155,1.3247272168434%,5255
3546,MediaTek MT6769T,2154,1.324112494237%,3890
3547,AMD Phenom II X4 960T,2152,1.3228830490241%,703
3548,MediaTek MT6769Z,2150,1.3216536038113%,3893
3549,AMD Athlon II X4 640,2149,1.3210388812049%,316
3550,AMD PRO A8-8600B,2148,1.3204241585984%,778
3551,AMD A8-3850 APU,2147,1.319809435992%,123
3552,MediaTek MT6771V/C,2145,1.3185799907792%,3894
3553,AMD Athlon II X4 641 Quad-Core,2143,1.3173505455663%,318
3554,QTI MSM8937,2142,1.3167358229599%,5434
3555,Intel Core i7-3517UE @ 1.70GHz,2141,1.3161211003535%,1615
3556,Intel Core M-5Y51 @ 1.10GHz,2140,1.315506377747%,1816
3557,Virtual,2137,1.3136622099278%,4391
3558,Mediatek MT6765H,2136,1.3130474873213%,5163
3559,AMD A8-7200P,2135,1.3124327647149%,140
3560,"Qualcomm Technologies, Inc BENGALP",2134,1.3118180421085%,4038
3561,Intel Core i5-2560M @ 2.70GHz,2131,1.3099738742892%,1420
3562,Intel Core m5-6Y54 @ 1.10GHz,2131,1.3099738742892%,1822
3563,Intel Core i7-3517U @ 1.90GHz,2129,1.3087444290764%,1614
3564,Intel Pentium G3440 @ 3.30GHz,2129,1.3087444290764%,2089
3565,MediaTek MT6763V/CE,2129,1.3087444290764%,3884
3566,Intel Pentium N4200 @ 1.10GHz,2128,1.30812970647%,2174
3567,Intel Core i3-5010U @ 2.10GHz,2127,1.3075149838635%,1351
3568,Qualcomm MSM8956,2127,1.3075149838635%,5879
3569,Common KVM v2,2127,1.3075149838635%,6340
3570,"Qualcomm Technologies, Inc SDM670",2126,1.3069002612571%,3961
3571,Intel Pentium G3430 @ 3.30GHz,2125,1.3062855386507%,2088
3572,AMD Phenom II X4 B45,2119,1.3025972030121%,715
3573,AMD Athlon X4 640,2115,1.3001383125864%,367
3574,Hardkernel ODROID-N2Plus,2115,1.3001383125864%,4720
3575,Intel Core M-5Y31 @ 0.90GHz,2114,1.29952358998%,1815
3576,MT6769V/CT,2113,1.2989088673736%,4076
3577,Intel Xeon Platinum 8255C @ 2.50GHz,2112,1.2982941447672%,4685
3578,Intel Atom x7-E3950 @ 1.60GHz,2112,1.2982941447672%,5612
3579,Intel Celeron G3930T @ 2.70GHz,2109,1.2964499769479%,1171
3580,AMD Phenom II X4 820,2108,1.2958352543415%,688
3581,AMD Phenom II X4 B25,2108,1.2958352543415%,712
3582,Intel Pentium G3440T @ 2.80GHz,2107,1.2952205317351%,2090
3583,"Qualcomm Technologies, Inc SDA660",2107,1.2952205317351%,3951
3584,AMD Phenom II X4 B93,2104,1.2933763639158%,721
3585,Intel Core2 Quad Q9450 @ 2.66GHz,2099,1.2903027508837%,1960
3586,Allwinner A523,2096,1.2884585830644%,5419
3587,Intel Core i3-2125 @ 3.30GHz,2093,1.2866144152451%,1274
3588,AMD A8-3820 APU,2091,1.2853849700323%,122
3589,MediaTek MT6769V/CB,2086,1.2823113570002%,3891
3590,"Qualcomm Technologies, Inc BENGAL",2086,1.2823113570002%,3933
3591,Mediatek MT6877V/TTZA,2085,1.2816966343937%,5191
3592,Intel Core i3-3210 @ 3.20GHz,2084,1.2810819117873%,1296
3593,"Qualcomm Technologies, Inc TRINKET",2083,1.2804671891809%,3980
3594,AMD Opteron 1389,2079,1.2780082987552%,3614
3595,AMD Athlon II X4 655,2078,1.2773935761488%,322
3596,AMD Opteron 2384,2074,1.2749346857231%,557
3597,"Qualcomm Technologies, Inc SDM660",2073,1.2743199631166%,3959
3598,AMD Athlon II X4 630,2072,1.2737052405102%,312
3599,AMD Athlon II X4 631 Quad-Core,2072,1.2737052405102%,313
3600,Intel Pentium 4405U @ 2.10GHz,2072,1.2737052405102%,2024
3601,T700-Unisoc,2072,1.2737052405102%,4459
3602,AMD A10-7400P,2071,1.2730905179038%,21
3603,Samsung Exynos7870,2066,1.2700169048717%,5295
3604,MediaTek MT6771V/WT,2065,1.2694021822653%,3898
3605,QTI MSM8953,2065,1.2694021822653%,5886
3606,AMD Opteron 3250 HE,2061,1.2669432918396%,3309
3607,Intel Xeon X3230 @ 2.66GHz,2060,1.2663285692331%,2618
3608,MT6768G,2060,1.2663285692331%,4448
3609,Intel Pentium G2140 @ 3.30GHz,2059,1.2657138466267%,2075
3610,AMD Opteron 4162 EE,2058,1.2650991240203%,582
3611,Intel Pentium G3258 @ 3.20GHz,2057,1.2644844014139%,2082
3612,Intel Atom C2758 @ 2.40GHz,2056,1.2638696788074%,981
3613,Apple A9,2055,1.263254956201%,3841
3614,Intel Core i5-2450M @ 2.50GHz,2054,1.2626402335946%,1406
3615,Intel Xeon E7-8890 v4 @ 2.20GHz,2054,1.2626402335946%,4721
3616,Mediatek MT6765V/WA,2052,1.2614107883817%,5830
3617,Intel Xeon E3-1220L @ 2.20GHz,2050,1.2601813431689%,2262
3618,Intel Celeron G3900T @ 2.60GHz,2049,1.2595666205625%,1167
3619,Intel Core2 Quad Q9400 @ 2.66GHz,2047,1.2583371753496%,1959
3620,rk3399,2046,1.2577224527432%,5932
3621,Intel Core i5-3337U @ 1.80GHz,2044,1.2564930075304%,1428
3622,Intel Core i5-2415M @ 2.30GHz,2042,1.2552635623175%,1403
3623,"Qualcomm Technologies, Inc SM6125",2041,1.2546488397111%,3970
3624,AMD A6-3670 APU,2040,1.2540341171047%,86
3625,Intel Core i7-640M @ 2.80GHz,2040,1.2540341171047%,1721
3626,Intel Xeon L5420 @ 2.50GHz,2040,1.2540341171047%,2570
3627,Unisoc T618,2040,1.2540341171047%,4008
3628,ARM - 6 Core 1800 MHz,2039,1.2534193944982%,6436
3629,MT6762,2038,1.2528046718918%,4846
3630,"Qualcomm Technologies, Inc SDM665",2036,1.251575226679%,3960
3631,Intel Celeron G3900E @ 2.40GHz,2034,1.2503457814661%,1166
3632,MT6769H,2031,1.2485016136468%,4486
3633,Intel Core i3-2102 @ 3.10GHz,2029,1.247272168434%,1270
3634,Intel Core i3-5015U @ 2.10GHz,2029,1.247272168434%,1352
3635,Intel Xeon E5462 @ 2.80GHz,2027,1.2460427232211%,2524
3636,Intel Xeon E7- 2830 @ 2.13GHz,2027,1.2460427232211%,2542
3637,AMD Athlon II X4 638 Quad-Core,2026,1.2454280006147%,315
3638,Intel Core i5-2430M @ 2.40GHz,2023,1.2435838327955%,1404
3639,MediaTek MT6771V/W,2023,1.2435838327955%,3896
3640,Giada JHS558 (Android),2022,1.242969110189%,5325
3641,Intel Core2 Quad Q9505 @ 2.83GHz,2020,1.2417396649762%,1962
3642,Intel Pentium G3260 @ 3.30GHz,2020,1.2417396649762%,2083
3643,Intel Core i5-655K @ 3.20GHz,2017,1.2398954971569%,1546
3644,AMD Phenom II X4 910e,2016,1.2392807745505%,697
3645,Intel Pentium G3450T @ 2.90GHz,2016,1.2392807745505%,2092
3646,Samsung Exynos 9611,2014,1.2380513293376%,3994
3647,"Qualcomm Technologies, Inc SM4350",2014,1.2380513293376%,4166
3648,Intel Core i3-5005U @ 2.00GHz,2012,1.2368218841248%,1350
3649,High Performance Datacenter v,2012,1.2368218841248%,5010
3650,Intel Core2 Extreme Q9200 @ 2.40GHz,2011,1.2362071615184%,3497
3651,AMD Athlon II X4 635,2010,1.2355924389119%,314
3652,Intel Core i5-2435M @ 2.40GHz,2008,1.2343629936991%,1405
3653,Intel Core2 Quad Q8400 @ 2.66GHz,2008,1.2343629936991%,1955
3654,Intel Core2 Quad Q6700 @ 2.66GHz,2007,1.2337482710927%,1952
3655,"ARM Phytium,D2000/8 E8C 8 Core 2300 MHz",2007,1.2337482710927%,4740
3656,Intel Core m3-6Y30 @ 0.90GHz,2003,1.231289380667%,1819
3657,Intel Core i7-2655LE @ 2.20GHz,1999,1.2288304902413%,1600
3658,Intel Pentium G3420 @ 3.20GHz,1998,1.2282157676349%,2086
3659,AMD A10-5757M APU,1997,1.2276010450284%,12
3660,AArch64 rev 2 (aarch64),1996,1.226986322422%,3827
3661,AMD Opteron 2427,1995,1.2263715998156%,560
3662,Intel Core i7-620M @ 2.67GHz,1994,1.2257568772092%,1718
3663,Intel Core i7-2677M @ 1.80GHz,1993,1.2251421546027%,1603
3664,HiSilicon Kirin 950,1991,1.2239127093899%,4218
3665,ARM Neoverse-V2 2 Core 0 MHz,1991,1.2239127093899%,6335
3666,MediaTek MT6768V/CA,1990,1.2232979867835%,3889
3667,AMD Athlon X4 750 Quad Core,1986,1.2208390963578%,369
3668,Intel Xeon X3320 @ 2.50GHz,1986,1.2208390963578%,2619
3669,Intel Pentium G3460T @ 3.00GHz,1986,1.2208390963578%,6146
3670,Intel Core i3-3240T @ 2.90GHz,1985,1.2202243737513%,1305
3671,Unisoc ums512,1981,1.2177654833256%,4194
3672,ARM Neoverse-N2 2 Core 0 MHz,1981,1.2177654833256%,6330
3673,Intel Xeon X5355 @ 2.66GHz,1979,1.2165360381128%,2637
3674,AMD A6-3650 APU,1978,1.2159213155064%,85
3675,"Qualcomm Technologies, Inc 450",1978,1.2159213155064%,4724
3676,Mediatek MT8768CA,1978,1.2159213155064%,6381
3677,Intel Core i3-4025U @ 1.90GHz,1974,1.2134624250807%,1323
3678,Intel Atom x5-E3940 @ 1.60GHz,1973,1.2128477024743%,5611
3679,Intel Atom x6416RE @ 1.70GHz,1972,1.2122329798678%,6386
3680,Intel Core i3-2130 @ 3.40GHz,1971,1.2116182572614%,1275
3681,Intel Core i7-610 @ 2.53GHz,1969,1.2103888120486%,1715
3682,Mediatek MT8768WE,1967,1.2091593668357%,5468
3683,Intel Core i7-920XM @ 2.00GHz,1965,1.2079299216229%,1789
3684,MT8788,1961,1.2054710311972%,4108
3685,AMD Athlon II X4 605e,1959,1.2042415859843%,307
3686,mt6779,1959,1.2042415859843%,4858
3687,Intel Atom x7213RE,1957,1.2030121407715%,6025
3688,Mediatek MT8768,1957,1.2030121407715%,6367
3689,Intel Core i5-2410M @ 2.30GHz,1955,1.2017826955586%,1402
3690,Intel Core i3-3220T @ 2.80GHz,1954,1.2011679729522%,1300
3691,Intel Atom E3900 @ 1.60GHz,1953,1.2005532503458%,3577
3692,Intel Celeron 4305UE @ 2.00GHz,1950,1.1987090825265%,3515
3693,"Qualcomm Technologies, Inc QCS610",1949,1.1980943599201%,5120
3694,ARM Cortex-A76 2 Core 0 MHz,1949,1.1980943599201%,6314
3695,Intel Core i3-4120U @ 2.00GHz,1948,1.1974796373137%,1329
3696,AMD Phenom 9850B Quad-Core,1946,1.1962501921008%,642
3697,Intel Core i5-3317U @ 1.70GHz,1945,1.1956354694944%,1423
3698,Intel Core i7-2637M @ 1.70GHz,1942,1.1937913016751%,1598
3699,MediaTek MT6771V/WM,1942,1.1937913016751%,3897
3700,Intel Core2 Quad Q9300 @ 2.50GHz,1940,1.1925618564623%,1958
3701,Allwinner h728,1940,1.1925618564623%,5974
3702,AMD A8-3800 APU,1939,1.1919471338558%,121
3703,Intel Xeon X6550 @ 2.00GHz,1936,1.1901029660366%,2661
3704,AMD A6-7480,1936,1.1901029660366%,3301
3705,AMD Athlon X4 730,1936,1.1901029660366%,4619
3706,Intel Xeon E5603 @ 1.60GHz,1935,1.1894882434302%,2534
3707,Intel Celeron N3450 @ 1.10GHz,1934,1.1888735208237%,1239
3708,AMD Phenom II X4 830,1931,1.1870293530045%,689
3709,Intel Core i5-580M @ 2.67GHz,1931,1.1870293530045%,1528
3710,T610-Unisoc,1929,1.1857999077916%,4383
3711,Intel Xeon E5507 @ 2.27GHz,1928,1.1851851851852%,2530
3712,Intel Xeon X3330 @ 2.66GHz,1928,1.1851851851852%,2621
3713,Intel Core i3-4100U @ 1.80GHz,1926,1.1839557399723%,6678
3714,Intel Xeon E5410 @ 2.33GHz,1923,1.1821115721531%,2519
3715,Intel Xeon E5506 @ 2.13GHz,1923,1.1821115721531%,2529
3716,Intel Core i7-840QM @ 1.87GHz,1922,1.1814968495466%,1767
3717,Intel Xeon L5410 @ 2.33GHz,1921,1.1808821269402%,2569
3718,Intel Xeon E5420 @ 2.50GHz,1920,1.1802674043338%,2520
3719,AMD Opteron 2224 SE,1919,1.1796526817274%,549
3720,AMD Opteron 3320 EE,1918,1.1790379591209%,577
3721,ARM Cortex-A76 8 Core 0 MHz,1917,1.1784232365145%,6315
3722,ARM Cortex-A76 8 Core 0 MHz,1917,1.1784232365145%,6316
3723,Intel Pentium G3420T @ 2.70GHz,1912,1.1753496234824%,2087
3724,MT8768CA,1912,1.1753496234824%,5853
3725,AMD Opteron X2170 APU,1911,1.174734900876%,613
3726,Unisoc T610,1911,1.174734900876%,4478
3727,MT8169A,1911,1.174734900876%,4976
3728,AMD A10 PRO-7350B APU,1910,1.1741201782696%,3
3729,Intel Pentium G3250 @ 3.20GHz,1910,1.1741201782696%,2080
3730,AMD Athlon II X4 620,1908,1.1728907330567%,310
3731,Intel Core i5-3439Y @ 1.50GHz,1907,1.1722760104503%,1438
3732,Intel Core i5-4422E @ 1.80GHz,1907,1.1722760104503%,1482
3733,AMD A10-4600M APU,1906,1.1716612878439%,6
3734,Intel Pentium G3240 @ 3.10GHz,1906,1.1716612878439%,2078
3735,Intel Core M-5Y10a @ 0.80GHz,1905,1.1710465652374%,1813
3736,MT8768WE,1905,1.1710465652374%,4745
3737,Intel Pentium G3450 @ 3.40GHz,1903,1.1698171200246%,2091
3738,Intel Core i3-2120 @ 3.30GHz,1902,1.1692023974182%,1272
3739,AMD Opteron 2419 EE,1902,1.1692023974182%,3615
3740,Unisoc L3,1901,1.1685876748117%,6558
3741,AMD Athlon II X4 615e,1900,1.1679729522053%,309
3742,AMD Phenom II X4 920,1899,1.1673582295989%,698
3743,AMD Opteron 1385,1898,1.1667435069925%,3613
3744,AMD Phenom II X4 905e,1895,1.1648993391732%,695
3745,Intel Celeron G1850 @ 2.90GHz,1895,1.1648993391732%,1164
3746,Intel Pentium G2120 @ 3.10GHz,1893,1.1636698939604%,2073
3747,AMD Athlon II X3 460,1890,1.1618257261411%,302
3748,Intel Core i5-2510E @ 2.50GHz,1889,1.1612110035347%,1413
3749,AMD PRO A6-8550B,1885,1.158752113109%,772
3750,Intel Core i5-2515E @ 2.50GHz,1882,1.1569079452897%,1414
3751,Intel Core i7-3555LE @ 2.50GHz,1880,1.1556785000768%,1619
3752,AMD PRO A6-9500,1875,1.1526048870447%,775
3753,Qualcomm SM8150,1875,1.1526048870447%,5257
3754,Intel Pentium G2130 @ 3.20GHz,1874,1.1519901644383%,2074
3755,"Qualcomm Technologies, Inc SDM662",1874,1.1519901644383%,4203
3756,AMD A6-9500,1869,1.1489165514062%,112
3757,Intel Core i3-4030U @ 1.90GHz,1869,1.1489165514062%,1324
3758,MT6769V/CZ,1869,1.1489165514062%,4309
3759,"Qualcomm Technologies, Inc SM4250",1866,1.1470723835869%,3969
3760,AMD Opteron 2378,1864,1.1458429383741%,555
3761,AMD A10-5750M APU,1863,1.1452282157676%,11
3762,AMD Phenom 9950 Quad-Core,1863,1.1452282157676%,643
3763,AMD Phenom II X4 B05e,1862,1.1446134931612%,710
3764,Rockchip RK3399 EVB IND LPDDR4 Board lvds (Android,1862,1.1446134931612%,5432
3765,"Qualcomm Technologies, Inc SDM460",1861,1.1439987705548%,3955
3766,Mediatek MT6769V/CT,1860,1.1433840479484%,5258
3767,AMD Athlon II X4 610e,1859,1.1427693253419%,308
3768,AMD Athlon 5370 APU,1857,1.1415398801291%,174
3769,"Qualcomm Technologies, Inc SDM636",1854,1.1396957123098%,3958
3770,AMD FX-7500 APU,1853,1.1390809897034%,470
3771,Intel Core i3-4110U @ 1.90GHz,1853,1.1390809897034%,1328
3772,Intel Core i5-4230U @ 1.90GHz,1853,1.1390809897034%,1462
3773,Intel Pentium 1403 @ 2.60GHz,1851,1.1378515444905%,1971
3774,ARM Cortex-A53 6 Core 1896 MHz,1851,1.1378515444905%,3845
3775,AMD GX-424CC SOC with Radeon R5E Graphics,1851,1.1378515444905%,4894
3776,AMD A8-5550M APU,1850,1.1372368218841%,130
3777,Intel Celeron G3900TE @ 2.30GHz,1850,1.1372368218841%,1168
3778,Intel Core i3-4100E @ 2.40GHz,1848,1.1360073766713%,4513
3779,Intel Core i3-2310E @ 2.10GHz,1845,1.134163208852%,1277
3780,Intel Core2 Extreme Q9300 @ 2.53GHz,1845,1.134163208852%,1940
3781,AMD Phenom II X3 B77,1844,1.1335484862456%,685
3782,AMD Phenom II X4 805,1844,1.1335484862456%,686
3783,AMD PRO A6-8570,1844,1.1335484862456%,773
3784,AMD A6-9500E,1841,1.1317043184263%,113
3785,Intel Core i3-2105 @ 3.10GHz,1840,1.1310895958199%,1271
3786,UIS7862A,1839,1.1304748732135%,4717
3787,Intel Xeon X3323 @ 2.50GHz,1837,1.1292454280006%,2620
3788,Intel Pentium G3220 @ 3.00GHz,1836,1.1286307053942%,2076
3789,Unisoc T603,1835,1.1280159827878%,6508
3790,Virtual @ 2.32GHz,1826,1.12248347933%,6100
3791,AMD Phenom II X4 B15e,1825,1.1218687567235%,711
3792,Intel Core i3-3130M @ 2.60GHz,1824,1.1212540341171%,1295
3793,Intel Core i3-2330E @ 2.20GHz,1823,1.1206393115107%,1281
3794,Intel Core i5-560M @ 2.67GHz,1823,1.1206393115107%,1524
3795,Intel Xeon L5238 @ 2.66GHz,1823,1.1206393115107%,2563
3796,AMD Athlon II X3 455,1822,1.1200245889043%,301
3797,ARM Cortex-A73 4 Core 1989 MHz,1820,1.1187951436914%,5746
3798,Intel Xeon X3220 @ 2.40GHz,1819,1.118180421085%,2617
3799,Intel Core i7-610E @ 2.53GHz,1818,1.1175656984786%,1716
3800,Intel Core i5-4302Y @ 1.60GHz,1817,1.1169509758721%,1471
3801,T618,1817,1.1169509758721%,4568
3802,AMD A8-6500T APU,1816,1.1163362532657%,136
3803,Intel Xeon E5345 @ 2.33GHz,1814,1.1151068080529%,2517
3804,AMD A8-7410 APU,1813,1.1144920854464%,141
3805,Intel Core i7 L 640 @ 2.13GHz,1813,1.1144920854464%,5798
3806,Snapdragon 8cx Gen 3 @ 3.0,1811,1.1132626402336%,5847
3807,Intel Celeron G5900E @ 3.20GHz,1809,1.1120331950207%,6128
3808,AMD Athlon X2 235e,1806,1.1101890272015%,341
3809,AMD Phenom 9750 Quad-Core,1804,1.1089595819886%,639
3810,AMD A10-6790B APU,1804,1.1089595819886%,6473
3811,ARM Cortex-A73 8 Core 1989 MHz,1803,1.1083448593822%,6065
3812,Spreadtrum T603,1801,1.1071154141694%,5658
3813,AMD A6-7470K,1799,1.1058859689565%,103
3814,AMD Opteron 1381,1797,1.1046565237437%,527
3815,AMD Phenom II X940 Quad-Core,1797,1.1046565237437%,736
3816,AMD GX-420MC SOC,1796,1.1040418011372%,3667
3817,Intel Atom C3508 @ 1.60GHz,1796,1.1040418011372%,5679
3818,Intel Core i3-2100 @ 3.10GHz,1795,1.1034270785308%,1268
3819,Intel Core M-5Y10 @ 0.80GHz,1795,1.1034270785308%,1812
3820,AMD Athlon 64 FX-72,1794,1.1028123559244%,197
3821,Intel Core2 Quad Q8300 @ 2.50GHz,1793,1.102197633318%,1954
3822,Amlogic AMLS905X5,1793,1.102197633318%,6009
3823,AMD Athlon X4 530,1786,1.097894575073%,4083
3824,AMD Phenom X4 Quad-Core GP-9730,1784,1.0966651298602%,747
3825,Snapdragon 835,1784,1.0966651298602%,4223
3826,AMD Athlon X3 455,1783,1.0960504072537%,363
3827,AMD Athlon X3 435,1781,1.0948209620409%,359
3828,Intel Core i5 M 540 @ 2.53GHz,1776,1.0917473490088%,4118
3829,AMD R-464L APU,1773,1.0899031811895%,786
3830,AMD Athlon II X3 445,1772,1.0892884585831%,299
3831,Intel Core i5-540M @ 2.53GHz,1772,1.0892884585831%,1521
3832,AMD Athlon 5350 APU,1770,1.0880590133702%,173
3833,Intel Core2 Quad Q6600 @ 2.40GHz,1769,1.0874442907638%,1951
3834,AMD Phenom II N830 3+1,1768,1.0868295681574%,651
3835,Intel Core M-5Y10c @ 0.80GHz,1766,1.0856001229445%,1814
3836,AMD A8-6410 APU,1765,1.0849854003381%,133
3837,Intel Core2 Quad Q8200 @ 2.33GHz,1764,1.0843706777317%,1953
3838,AMD A10-5745M APU,1763,1.0837559551252%,10
